0 1 0.547279 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208
1 1 0.533319 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755
2 0 0.000000 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.128270 -0.161614 -1.219273 -1.021743 -1.623156 -1.947640 -3.019420
3 0 0.000000 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.180629 -0.161614 -1.219273 -1.178822 -1.553343 -1.947640 -2.897247
4 1 0.579016 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.110816 0.728504 -1.289086 -2.016580 2.495821 -1.616028 -2.059489
5 0 0.000000 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.407522 0.327078 -1.184366 -0.794850 -0.506145 -1.249508 1.605703
6 1 0.560793 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.320256 1.164836 -1.219273 -1.946767 2.251475 -1.144789 -2.111848
7 0 0.000000 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.302802 0.257265 -1.219273 -0.515597 -0.418879 -1.389135 1.518436
8 0 0.000000 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 0.098623 -0.161614 -1.219273 -0.934476 -1.658063 -1.947640 -2.879793
9 1 0.837753 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.582055 0.623784 -1.219273 -1.178822 -0.715585 -1.109882 1.623156
10 0 0.000000 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.041003 -0.161614 -1.219273 -1.091556 -1.605703 -1.947640 -2.862340
11 1 0.547542 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.267896 0.972850 -1.219273 -2.068940 2.408554 -1.371681 -2.181662
12 1 1.384146 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.564602 0.344532 -1.219273 -1.196275 -0.558505 -1.040069 1.780236
13 1 0.926001 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129 -0.599508 0.519065 -1.219273 -1.283542 -0.680678 -1.040069 1.745329
14 1 0.540626 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129
15 1 0.483293 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755
16 1 1.724731 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.128270 -0.161614 -1.219273 -1.021743 -1.623156 -1.947640 -3.019420
17 1 1.730490 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.180629 -0.161614 -1.219273 -1.178822 -1.553343 -1.947640 -2.897247
18 1 0.551883 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.110816 0.728504 -1.289086 -2.016580 2.495821 -1.616028 -2.059489
19 0 0.000000 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.407522 0.327078 -1.184366 -0.794850 -0.506145 -1.249508 1.605703
20 1 0.686563 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.320256 1.164836 -1.219273 -1.946767 2.251475 -1.144789 -2.111848
21 0 0.000000 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.302802 0.257265 -1.219273 -0.515597 -0.418879 -1.389135 1.518436
22 1 1.908885 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 0.098623 -0.161614 -1.219273 -0.934476 -1.658063 -1.947640 -2.879793
23 1 4.088945 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.582055 0.623784 -1.219273 -1.178822 -0.715585 -1.109882 1.623156
24 1 1.751198 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.041003 -0.161614 -1.219273 -1.091556 -1.605703 -1.947640 -2.862340
25 1 0.523049 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.267896 0.972850 -1.219273 -2.068940 2.408554 -1.371681 -2.181662
26 1 0.700370 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.564602 0.344532 -1.219273 -1.196275 -0.558505 -1.040069 1.780236
27 1 0.715847 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208 -0.599508 0.519065 -1.219273 -1.283542 -0.680678 -1.040069 1.745329
28 1 0.496671 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129
29 1 0.555534 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208
30 1 1.884309 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.128270 -0.161614 -1.219273 -1.021743 -1.623156 -1.947640 -3.019420
31 1 1.017244 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.180629 -0.161614 -1.219273 -1.178822 -1.553343 -1.947640 -2.897247
32 1 0.512136 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.110816 0.728504 -1.289086 -2.016580 2.495821 -1.616028 -2.059489
33 0 0.000000 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.407522 0.327078 -1.184366 -0.794850 -0.506145 -1.249508 1.605703
34 1 0.508899 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.320256 1.164836 -1.219273 -1.946767 2.251475 -1.144789 -2.111848
35 0 0.000000 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 -0.302802 0.257265 -1.219273 -0.515597 -0.418879 -1.389135 1.518436
36 1 1.076012 -0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755 0.098623 -0.161614 -1.219273 -0.934476 -1.658063 -1.947640 -2.879793
